name_key,name,base_wrc_vs_r,base_wrc_vs_l
nick schwartz,Nick Schwartz,26.5492721,32.821179
adan sanchez,Adan Sanchez,6.39245435,10.0069203
spence coffman,Spence Coffman,6.75530272,11.970225
pablo nunez,Pablo Nunez,52.0435361,26.8534318
willy vasquez,Willy Vasquez,68.0518375,75.7335939
drew lugbauer,Drew Lugbauer,76.8014723,42.2240018
kevin verde,Kevin Verde,5.33784098,9.56234704
austin martin,Austin Martin,98.6989835,105.467775
caden kendle,Caden Kendle,53.9925233,59.5712562
john michael faile,John Michael Faile,40.980888,48.6962773
misael urbina,Misael Urbina,52.2289093,58.9507142
jean perez,Jean Perez,31.9626643,36.9614316
alfonsin rosario,Alfonsin Rosario,75.4658771,84.5503012
nick kurtz,Nick Kurtz,150.729588,113.401999
oswaldo osorio,Oswaldo Osorio,30.7256493,6.91512223
bryce eldridge,Bryce Eldridge,103.473689,79.0178569
noelberth romero,Noelberth Romero,43.9644216,49.8898683
nayerich waterfort,Nayerich Waterfort,5.04396419,9.84785731
enmanuel tejeda,Enmanuel Tejeda,48.141438,54.2823027
jesus made,Jesus Made,61.298746,62.7264148
jensy de leon,Jensy De Leon,1.95854117,5.03804975
liover peguero,Liover Peguero,72.2485502,82.3006367
ronald hernandez,Ronald Hernandez,48.1991437,48.8358845
alessandro duran,Alessandro Duran,2.84809622,3.99670997
trayce thompson,Trayce Thompson,65.0891213,73.1687128
angel galarraga,Angel Galarraga,36.3130646,12.6628397
andreimi antunez,Andreimi Antunez,15.5885997,19.2731641
pedro catuy,Pedro Catuy,8.52485489,13.7488865
sebastian rivero,Sebastian Rivero,59.557172,69.1256328
stuart fairchild,Stuart Fairchild,82.4871911,90.7169238
will taylor,Will Taylor,54.5623132,62.1495904
colton ledbetter,Colton Ledbetter,85.4987367,57.2909933
juan machado,Juan Machado,21.9093789,-0.5710597
carson benge,Carson Benge,102.164834,71.2021113
brayden jobert,Brayden Jobert,50.7370285,25.0738252
helder rosario,Helder Rosario,-8.7541166,-3.5017613
tjayy walton,TJayy Walton,20.0573845,25.916383
bralyn brazoban,Bralyn Brazoban,0.7598735,-17.471149
jose perdomo,Jose Perdomo,-1.3258769,2.46400933
carlos sanchez,Carlos Sanchez,53.4700648,27.7433554
francisco vilorio,Francisco Vilorio,3.26828552,9.31412542
josh springer,Josh Springer,34.4801395,38.5200734
jonathan rangel,Jonathan Rangel,22.5569513,-0.0354251
darwin nunez,Darwin Nunez,9.49797138,15.5960131
nicholas northcut,Nicholas Northcut,60.7986269,70.0337705
rob refsnyder,Rob Refsnyder,102.371346,118.703943
jesus alexander,Jesus Alexander,25.1981437,5.43417054
jhomnardo reyes,Jhomnardo Reyes,9.01707144,-11.274684
adam brett walker,Adam Brett Walker,66.2838946,74.673294
williams wong,Williams Wong,14.8750028,-3.338684
jeremy almonte,Jeremy Almonte,12.2605237,16.1121383
leonel espinoza,Leonel Espinoza,50.3558301,56.7401693
ji man choi,Ji Man Choi,91.3375105,54.1899877
tony ruiz,Tony Ruiz,2.26645681,8.17767518
will frizzell,Will Frizzell,76.4227548,45.7407401
jordan nwogu,Jordan Nwogu,63.2375121,69.9421098
nick monistere,Nick Monistere,20.5016687,24.7586844
adriel cuello,Adriel Cuello,-6.1577058,-2.649969
kwangmin kwon,Kwang-Min Kwon,78.9545072,49.0686666
trey mancini,Trey Mancini,80.1848378,93.3722361
jeffrey mercedes,Jeffrey Mercedes,43.5964915,45.7560812
vance honeycutt,Vance Honeycutt,23.4285902,31.2575983
carlos santana,Carlos Santana,91.8104021,101.024874
joswuill rondon,Joswuill Rondon,14.1343011,-5.7284254
jd gonzalez,J.D. Gonzalez,15.5856747,-4.365943
maikel franco,Maikel Franco,57.1555579,64.8537599
bryson brigman,Bryson Brigman,68.5790901,74.6031335
nick goodwin,Nick Goodwin,52.0614115,57.9172579
joe hudson,Joe Hudson,51.909746,60.4223899
brandon lockridge,Brandon Lockridge,77.7055793,85.845721
caberea weaver,Caberea Weaver,40.8196202,47.9463772
angel feliz,Angel Feliz,32.550267,38.067782
victor duarte,Victor Duarte,34.1043414,39.6535919
cherif neymour,Cherif Neymour,2.44104101,5.27227222
nauris de la cruz,Nauris De La Cruz,28.6312523,6.07137822
chris rotondo,Chris Rotondo,66.7761432,74.0438182
martin maldonado,Martin Maldonado,46.8514196,57.0727965
christopher espinola,Christopher Espinola,42.6688346,18.4695397
hunter bishop,Hunter Bishop,67.0455818,39.0980811
aaron whitefield,Aaron Whitefield,53.3655238,64.0714996
logan warmoth,Logan Warmoth,62.3026249,69.4458751
carlos franco,Carlos Franco,51.6755482,57.6293947
michael curialle,Michael Curialle,43.6507549,49.1773049
agustin ruiz,Agustin Ruiz,80.2707103,49.7611995
alexander requena,Alexander Requena,8.17118908,12.4485211
jorge mateo,Jorge Mateo,69.5363971,78.8842052
wilman diaz,Wilman Diaz,36.0885771,42.8375571
caleb hobson,Caleb Hobson,29.3548107,37.7305268
dairon blanco,Dairon Blanco,80.3022486,89.3792006
lisandro bonifacio,Lisandro Bonifacio,6.8436691,8.96795828
dandre smith,D'Andre Smith,71.6744814,77.3439291
anthuan valencia,Anthuan Valencia,6.84127196,10.9535119
jace grady,Jace Grady,41.1533173,41.7150015
matt mclain,Matt McLain,90.2477009,102.70428
joey loperfido,Joey Loperfido,91.5910456,68.8710334
robert lopez,Robert Lopez,36.0694443,13.8402458
keoni cavaco,Keoni Cavaco,28.8106388,35.7381413
josueth quinonez,Josueth Quinonez,25.588145,29.4776301
daniel johnson,Daniel Johnson,86.0573322,63.199276
adolfo miranda,Adolfo Miranda,15.1414645,19.2121568
samuel parra,Samuel Parra,,-7.7816914
edward duran,Edward Duran,48.4160353,53.580768
miguel flores,Miguel Flores,3.92046726,7.69476751
pedro ramirez,Pedro Ramirez,79.3881395,82.4975533
will bartlett,Will Bartlett,42.2911618,50.2820145
josh rivera,Josh Rivera,43.1652493,51.3074838
tayler aguilar,Tayler Aguilar,28.8685839,3.18322517
kervin pichardo,Kervin Pichardo,60.0187641,66.719737
wyatt crenshaw,Wyatt Crenshaw,38.7746172,13.3863847
dencer diaz,Dencer Diaz,5.79092441,10.6576226
max anderson,Max Anderson,80.1475343,86.8477874
santiago pinto,Santiago Pinto,20.3313808,-0.4486911
nelson rada,Nelson Rada,82.6428054,58.0745828
jose de la cruz,Jose De La Cruz,32.6291055,40.1009996
cristian jauregui,Cristian Jauregui,18.8617392,-2.3848224
ben newton,Ben Newton,29.9955988,32.5492656
jake burger,Jake Burger,105.8953,119.708147
eryks rivero,Eryks Rivero,-6.0114869,-0.8269443
owen ayers,Owen Ayers,31.5190358,31.7769606
colin burgess,Colin Burgess,22.0374095,26.8989571
ediel rivera,Ediel Rivera,11.8447304,16.6972508
ramon peralta,Ramon Peralta,20.2552757,26.254239
evan estevez,Evan Estevez,11.5852703,17.9218686
christian gonzalez,Christian Gonzalez,34.8741978,12.5559991
deyvison de los santos,Deyvison De Los Santos,80.7136714,89.0929862
matt rudick,Matt Rudick,85.4546564,56.2824691
lucas dunn,Lucas Dunn,58.6967752,65.9034682
anthony depino,Anthony DePino,32.734307,38.9590257
damon keith,Damon Keith,71.5718847,81.4991114
jemone nuel,Jemone Nuel,15.6489941,15.8884092
sterlin thompson,Sterlin Thompson,97.0731687,65.1524724
tyler stephenson,Tyler Stephenson,85.7190894,106.021557
rafael ramirez,Rafael Ramirez,33.5840075,10.832705
jhon lucena,Jhon Lucena,-9.3789863,-4.2724477
bryan reynolds,Bryan Reynolds,108.027964,101.841357
slade caldwell,Slade Caldwell,61.8955498,36.1942934
garrett wolforth,Garrett Wolforth,58.3744064,66.0777023
angel acosta,Angel Acosta,40.3898398,22.0072767
liam hicks,Liam Hicks,103.115275,84.5649704
leody taveras,Leody Taveras,93.6035206,89.8746278
kellen strahm,Kellen Strahm,71.0537803,79.6673219
jose gerardo,Jose Gerardo,3.18911235,9.13973124
jacob lojewski,Jacob Lojewski,22.7471991,27.3833119
jhon diaz,Jhon Diaz,45.2929153,18.8756783
jason hinchman,Jason Hinchman,26.9234276,33.7764739
zach macdonald,Zach MacDonald,16.945118,23.1514185
dariel garcia,Dariel Garcia,5.44670183,8.45846282
julio valdez,Julio Valdez,-8.6770525,-3.212462
geomaikel martinez,Geomaikel Martinez,4.63962945,9.66322373
shalin polanco,Shalin Polanco,53.6530122,25.8204579
aidan miller,Aidan Miller,81.4444618,89.5186489
peyton wilson,Peyton Wilson,75.3050772,76.453596
dakota jordan,Dakota Jordan,53.5141643,60.2445645
imanol vargas,Imanol Vargas,83.9436975,52.3618358
core jackson,Core Jackson,31.8874191,11.364196
rafael lantigua,Rafael Lantigua,80.0780448,87.7873303
wilian trinidad,Wilian Trinidad,9.72479072,-6.892119
brady day,Brady Day,43.0887558,20.8147851
jesus perez,Jesus Perez,11.8205521,16.7311108
bryson stott,Bryson Stott,105.685572,83.2820377
alex ramirez,Alex Ramirez,62.1975116,69.9941447
quinn mcdaniel,Quinn McDaniel,52.0243421,59.7398239
jesus superlano,Jesus Superlano,19.6055536,25.8803808
jeong choi,Jeong Choi,83.1610894,90.2614613
michael arroyo,Michael Arroyo,92.0975397,97.8551969
wilderd patino,Wilderd Patino,65.873176,73.2535002
mark vientos,Mark Vientos,110.927378,122.040836
harold castro,Harold Castro,84.6368693,54.7332564
angel herrera,Angel Herrera,16.4771106,-4.6559558
rodolfo duran,Rodolfo Duran,77.2475122,84.8869238
osvaldo heredia,Osvaldo Heredia,3.06865722,-18.070302
roni cabrera,Roni Cabrera,25.2224281,31.6919677
erick mejia,Erick Mejia,68.9908405,73.5123842
willy adames,Willy Adames,106.65261,111.796254
moises gallardo,Moises Gallardo,25.67978,32.2942993
ariel castro,Ariel Castro,4.61488497,-16.609904
kerry carpenter,Kerry Carpenter,119.286759,90.558937
brailer guerrero,Brailer Guerrero,39.2528032,13.5358973
robert lantigua,Robert Lantigua,0.01217946,-17.565959
darison garcia,Darison Garcia,9.79036694,11.0477346
brad miller,Brad Miller,87.5219096,56.6656074
matt mervis,Matt Mervis,88.1684043,62.3274531
thomas sosa,Thomas Sosa,80.4106298,50.3734312
jack alexander,Jack Alexander,27.4910662,33.2386735
jeffry parra,Jeffry Parra,44.5093544,50.4618811
handelfry encarnacion,Handelfry Encarnacion,39.3029578,15.4751265
satchell norman,Satchell Norman,21.9360906,27.4404358
dom johnson,Dom Johnson,39.2448842,45.3374356
patrick clohisy,Patrick Clohisy,81.2107244,54.0237313
austin deming,Austin Deming,61.5087866,70.2042375
matt thaiss,Matt Thaiss,91.5206799,71.6702556
chavez young,Chavez Young,70.6577048,69.9403623
jalvin arias,Jalvin Arias,-3.345203,2.57289392
alberto rodriguez,Alberto Rodriguez,85.5162463,56.9806067
colin summerhill,Colin Summerhill,40.085964,47.4309785
leosdany molina,Leosdany Molina,27.3984872,32.2101099
marcos belen,Marcos Belen,2.28085164,8.01612499
matt lloyd,Matt Lloyd,87.4016386,56.8429785
franklin rojas,Franklin Rojas,10.2756793,14.4605224
tj white,T.J. White,47.299446,48.6977568
sebastian blanco,Sebastian Blanco,20.3687088,25.0806257
geraldo perdomo,Geraldo Perdomo,118.209076,122.209725
josh adamczewski,Josh Adamczewski,66.2314717,40.5619238
vinicius dos santos,Vinicius Dos Santos,-0.11784,4.2413749
samuel basallo,Samuel Basallo,112.161228,90.0720413
eguy rosario,Eguy Rosario,74.7785888,89.0777624
omar de los santos,Omar De Los Santos,52.3416664,60.9566554
nick senzel,Nick Senzel,71.4615996,86.3103894
steele walker,Steele Walker,73.7798715,47.0226649
ben norman,Ben Norman,79.2066534,48.2144194
enmanuel santos,Enmanuel Santos,5.43977579,10.871093
yunior amparo,Yunior Amparo,21.4383367,27.1226969
jared serna,Jared Serna,65.9030787,72.2682317
jeremiah jenkins,Jeremiah Jenkins,50.1670905,24.9414661
maddux houghton,Maddux Houghton,62.2343983,70.5887852
sangsoo kim,Sang-soo Kim,64.0605581,69.9496545
casey schmitt,Casey Schmitt,90.1168544,99.7728565
elis cuevas,Elis Cuevas,58.9881366,32.0338348
yendry rojas,Yendry Rojas,28.5735061,10.4632629
jesse winker,Jesse Winker,118.451332,91.4936051
vincent perozo,Vincent Perozo,43.4635764,20.6556727
anthony seigler,Anthony Seigler,92.7482263,70.934871
osvaldo tovalin,Osvaldo Tovalin,49.2527837,26.8960157
jhoan de la cruz,Jhoan De La Cruz,9.47607002,9.12987718
george lombard,George Lombard,66.3057549,73.5233402
gabriel davalillo,Gabriel Davalillo,20.6616667,26.3520641
kevin smith,Kevin Smith,59.8642938,72.5428575
sebastian walcott,Sebastian Walcott,83.3270261,91.3079217
yahil melendez,Yahil Melendez,26.5483383,5.25389056
raider tello,Raider Tello,35.049369,41.2873183
tai peete,Tai Peete,56.1412204,29.5723722
colin davis,Colin Davis,58.1162309,65.412528
joswa lugo,Joswa Lugo,8.38722958,13.5963667
romeli espinosa,Romeli Espinosa,3.09356085,6.6641691
chas mccormick,Chas McCormick,85.2150007,98.8158914
freuddy batista,Freuddy Batista,74.9422563,82.2631292
jackson strong,Jackson Strong,55.7814145,29.2594996
justin yurchak,Justin Yurchak,86.7967182,58.3305126
darlyn de leon,Darlyn De Leon,22.4287857,1.58903282
sebastian rojas,Sebastian Rojas,2.76442061,7.58975541
leny carela,Leny Carela,9.13693168,13.5468282
jace avina,Jace Avina,76.9040805,84.7783839
omar meregildo,Omar Meregildo,76.4592119,84.6117393
juan martinez,Juan Martinez,26.7812212,27.7203155
david dahl,David Dahl,87.7305685,56.5031591
edgar montero,Edgar Montero,22.6433411,22.0721713
alan espinal,Alan Espinal,10.0817994,14.9620811
michael guzman,Michael Guzman,13.7940052,19.6793465
carlos caro,Carlos Caro,21.7686129,26.4306726
alejandro blasco,Alejandro Blasco,16.7913789,16.0628834
sam hilliard,Sam Hilliard,97.0713718,71.758606
juan garcia,Juan Garcia,15.7416858,21.6200919
ryan johnson,Ryan Johnson,47.4877652,55.9125978
enmanuel valdez,Enmanuel Valdez,103.713085,76.567801
brainer bonaci,Brainer Bonaci,85.6841424,86.7830223
gage workman,Gage Workman,77.5037323,51.68773
pedro leon,Pedro Leon,70.7900394,82.812713
juan yepez,Juan Yepez,90.1063689,101.945548
shinsoo choo,Shin-Soo Choo,80.6117235,55.5004203
colby shelton,Colby Shelton,23.948726,4.05100128
lazaro morales,Lazaro Morales,5.00471102,9.68345763
geraldo quintero,Geraldo Quintero,69.3226242,69.0288138
erik ostberg,Erik Ostberg,76.2171945,46.2623722
ronaldo flores,Ronaldo Flores,37.056203,43.3104369
brailyn antunez,Brailyn Antunez,6.43933958,11.0034103
fabian cordero,Fabian Cordero,9.35559592,-11.458327
gilbert lara,Gilbert Lara,55.9476233,62.3343206
jhon simon,Jhon Simon,10.0835664,15.2401536
carter kieboom,Carter Kieboom,77.0020498,90.670822
juan ortuno,Juan Ortuno,22.5914701,27.5255956
salvador perez,Salvador Perez,101.848259,108.473298
yamal encarnacion,Yamal Encarnacion,76.1509594,76.7744707
brandon lewis,Brandon Lewis,59.95815,68.7122404
railin familia,Railin Familia,1.35386175,5.6753626
blaze jordan,Blaze Jordan,89.5169935,96.2697407
jojo blackmon,JoJo Blackmon,33.5238752,7.87957319
edgar alvarez,Edgar Alvarez,63.619726,37.4194955
malcom nunez,Malcom Nunez,76.2797981,83.0054824
jamesson val,Jamesson Val,8.90067069,9.03630489
cole gabrielson,Cole Gabrielson,56.378349299999996,64.3736274
jeremiah jackson,Jeremiah Jackson,89.7114835,97.8392957
richer mata,Richer Mata,-6.1707854,-24.713007
jeremy pena,Jeremy Pena,107.038309,121.407769
richard meran,Richard Meran,7.35985575,12.8813756
justin turner,Justin Turner,93.6727546,99.7435486
brady allen,Brady Allen,62.4702244,71.1407826
samuel gonzalez,Samuel Gonzalez,11.0611144,15.2912665
branden fryman,Branden Fryman,45.3125638,51.0521299
kyle mccann,Kyle McCann,75.8741536,46.3323248
garret guillemette,Garret Guillemette,68.8386207,76.3419291
cole mathis,Cole Mathis,34.5102037,40.2246184
gabriel azocar,Gabriel Azocar,-7.7748592,-3.3955152
termarr johnson,Termarr Johnson,89.7531777,60.7583652
zach levenson,Zach Levenson,83.7894383,91.4863105
peyton graham,Peyton Graham,52.2544084,58.151078
elias diaz,Elias Diaz,74.7133951,84.1644223
hans montero,Hans Montero,31.3374055,38.0714478
trent grisham,Trent Grisham,113.784915,93.8594215
zach zubia,Zach Zubia,72.5920951,83.1081125
yohendrick pinango,Yohendrick Pinango,86.091765,56.712733
yanki jeanbaptiste,Yanki Jean-Baptiste,21.9108561,23.7324915
wil myers,Wil Myers,70.5652299,82.6102374
brayan joseph,Brayan Joseph,-8.1188822,-5.2637313
yerlin luis,Yerlin Luis,18.0025813,19.4123798
luis colon,Luis Colon,6.36226451,8.37634911
michael de la cruz,Michael De La Cruz,68.0266419,68.223862
raudelis martinez,Raudelis Martinez,50.9675643,27.6419111
braxton fulford,Braxton Fulford,80.015543,91.0003788
sammy stafura,Sammy Stafura,44.8877839,51.0723659
gavin cross,Gavin Cross,79.320529,49.3225955
emaarion boyd,Emaarion Boyd,66.7217073,71.9421111
trey snyder,Trey Snyder,35.4557551,40.9533226
jarren duran,Jarren Duran,115.615804,81.9136855
carlos martinez,Carlos Martinez,1.43989075,1.24453308
jacob pearson,Jacob Pearson,64.8236385,36.2782245
cody freeman,Cody Freeman,90.8835483,99.2949176
anderson araujo,Anderson Araujo,10.3576735,15.603177
drew millas,Drew Millas,88.5013323,87.0093139
petey halpin,Petey Halpin,75.0686612,50.2646246
noah miller,Noah Miller,61.3498712,63.5859093
romer taveras,Romer Taveras,6.26829863,-14.409917
jorgelys mota,Jorgelys Mota,29.9678663,35.771932
sam haggerty,Sam Haggerty,92.4824816,100.354227
jose gomez,Jose Gomez,55.4960288,61.9496569
jhorman bravo,Jhorman Bravo,18.5326924,0.7379169
patrick dorrian,Patrick Dorrian,70.7237797,40.7880623
hanley ramirez,Hanley Ramirez,-6.0071481,-0.8055306
winder diaz,Winder Diaz,6.90097659,7.72847461
dustin crenshaw,Dustin Crenshaw,41.5114556,18.4400277
cal stark,Cal Stark,21.1346752,27.2277907
nate baez,Nate Baez,79.3123153,86.6955843
curtis washington,Curtis Washington,38.0959991,43.5913084
kevin graham,Kevin Graham,59.320303,32.3196634
ben williamson,Ben Williamson,86.2333506,93.6811655
jesus chirinos,Jesus Chirinos,51.9807756,60.1584452
jonathan rivero,Jonathan Rivero,3.61285575,-14.866594
brandon eike,Brandon Eike,38.4173945,44.670266
angel del rosario,Angel Del Rosario,28.5526745,33.9975307
jahni mcphee,Jahni McPhee,-9.3390276,-28.803187
shane sasaki,Shane Sasaki,65.60792,73.5706991
gavin conticello,Gavin Conticello,90.026299,61.2750459
alejandro pereira,Alejandro Pereira,-0.6291526,2.92618704
cade hunter,Cade Hunter,62.0552555,32.3240492
brailin pascual,Brailin Pascual,-10.152568,-5.8465255
brock vradenburg,Brock Vradenburg,48.8936932,21.2647521
kyle debarge,Kyle DeBarge,48.4313913,55.1947405
chris suero,Chris Suero,70.2665383,77.8315703
cesar acosta,Cesar Acosta,1.61225094,-17.745079
dyan jorge,Dyan Jorge,51.6495167,58.1324333
aj vukovich,A.J. Vukovich,88.6117777,98.4557038
mario gomez,Mario Gomez,48.9160009,23.4786261
justynhenry malloy,Justyn-Henry Malloy,95.8101567,109.945113
tom murphy,Tom Murphy,79.4987592,91.9729943
damiano palmegiani,Damiano Palmegiani,64.2959188,71.4945038
jacob wilson,Jacob Wilson,117.199134,124.109644
titus dumitru,Titus Dumitru,45.4168727,52.2937206
dangelo ortiz,D'Angelo Ortiz,27.3607055,33.5545006
angel ventura,Angel Ventura,-2.1581762,3.95379068
ernie yake,Ernie Yake,75.3220472,49.8827051
john rave,John Rave,89.9558176,66.9380707
rayner herrera,Rayner Herrera,8.45496127,-14.269983
mike tauchman,Mike Tauchman,106.222007,84.4137718
ezequiel duran,Ezequiel Duran,86.8087222,91.3276944
gosuke katoh,Gosuke Katoh,81.4095583,57.1490473
christopher familia,Christopher Familia,64.4285382,34.929778
sam ruta,Sam Ruta,68.598312,38.6598934
adam duvall,Adam Duvall,75.4653893,88.7405839
santiago espinal,Santiago Espinal,84.1666555,93.7738757
elio campos,Elio Campos,35.6046358,40.0575356
kyle stowers,Kyle Stowers,114.252461,88.3723763
oscar silverio,Oscar Silverio,,-10.388235
caeden trenkle,Caeden Trenkle,62.4798805,35.3915626
luis suisbel,Luis Suisbel,58.148543,58.2089653
kane kepley,Kane Kepley,60.8477926,34.7920944
