name_key,name,base_wrc_vs_r,base_wrc_vs_l
brandon martorano,Brandon Martorano,57.831787,66.5260383
yairo padilla,Yairo Padilla,14.1983073,15.9205115
alexander canario,Alexander Canario,80.0080708,91.1634218
griff oferrall,Griff O'Ferrall,66.4527632,72.7437102
gerardo rodriguez,Gerardo Rodriguez,40.3899465,46.0511854
gabriel silva,Gabriel Silva,17.9364663,24.8544804
shervyen newton,Shervyen Newton,56.4583299,58.7763699
freiderman aguilera,Freiderman Aguilera,-12.388034,
dom keegan,Dom Keegan,70.0622417,78.6365197
dansby swanson,Dansby Swanson,95.5828031,106.513305
logan wagner,Logan Wagner,55.9545621,53.856587
dustin harris,Dustin Harris,90.3905323,65.2879652
moises gomez,Moises Gomez,68.1461336,77.587674
nick ward,Nick Ward,69.8186567,43.978631
drew davies,Drew Davies,39.8619124,13.0756452
shogo akiyama,Shogo Akiyama,75.7890927,53.5227204
ryan jeffers,Ryan Jeffers,104.928955,116.16838
tirso ornelas,Tirso Ornelas,101.472725,73.0422813
edward de la cruz,Edward De La Cruz,-9.0897684,
rony bello,Rony Bello,2.21310748,5.82262543
yeiner fernandez,Yeiner Fernandez,73.1355325,78.4060448
xander bogaerts,Xander Bogaerts,108.147448,118.394783
beau philip,Beau Philip,58.8190285,66.4497673
brahian silva,Brahian Silva,1.6523143,6.09795672
drew jemison,Drew Jemison,3.79758527,7.30991665
spencer steer,Spencer Steer,97.5508378,108.093877
christian olivo,Christian Olivo,42.2874746,47.4911344
nate furman,Nate Furman,106.947344,78.7649046
juan castillo,Juan Castillo,23.4521767,29.1120135
jesus mujica,Jesus Mujica,2.30229287,7.51006825
bo bichette,Bo Bichette,118.740684,130.888436
angel mateo,Angel Mateo,49.5229695,54.8488454
jason martin,Jason Martin,100.810714,69.7062745
brayan rocchio,Brayan Rocchio,97.5214691,91.370254
alexey lumpuy,Alexey Lumpuy,33.8435485,8.66018873
braden shewmake,Braden Shewmake,68.8537389,43.5315287
ronaiker palma,Ronaiker Palma,61.7973436,67.3626454
brett phillips,Brett Phillips,67.5530354,33.1711033
preston palmeiro,Preston Palmeiro,65.7116861,38.2610389
isaac ponce,Isaac Ponce,14.9965457,20.0571078
eduardo quintero,Eduardo Quintero,75.1870719,84.4547116
trevor werner,Trevor Werner,39.0306834,46.9338288
aramis garcia,Aramis Garcia,49.9377755,62.1935273
railin tea,Railin Tea,10.0684959,11.6347852
allan castro,Allan Castro,82.8704356,83.1593875
daniel lopez,Daniel Lopez,23.1436496,1.91158763
oswaldo patino,Oswaldo Patino,19.9673458,2.68803464
jake lamb,Jake Lamb,80.8591101,54.8904107
lucas spence,Lucas Spence,86.8844932,55.563197
ji hwan bae,Ji Hwan Bae,89.7148742,65.8657583
sung mun song,Sung Mun Song,96.4734052,67.6705971
yilber herrera,Yilber Herrera,12.6187785,11.9607685
trevor cohen,Trevor Cohen,55.6597966,31.8003376
eddy rodriguez,Eddy Rodriguez,30.7280193,37.8155877
angel cepeda,Angel Cepeda,30.0109722,35.8594622
luis de la cruz,Luis De La Cruz,13.4652024,15.0284968
keegan pieternella,Keegan Pieternella,1.5225114,1.85142608
luke voit,Luke Voit,100.467455,107.680832
livan soto,Livan Soto,69.6769218,47.1788679
jesus hernandez,Jesus Hernandez,37.7881558,44.3090376
jeyson moya,Jeyson Moya,-7.4491626,-2.4694025
erick lugo,Erick Lugo,-1.3727332,2.91832399
sheldon neuse,Sheldon Neuse,75.3970489,83.7049323
samuel capellan,Samuel Capellan,-1.1985712,2.88753258
mickey moniak,Mickey Moniak,100.779962,67.1290441
eric martinez,Eric Martinez,4.90624555,9.91686304
newremberg rondon,Newremberg Rondon,10.8232122,15.6145117
davis diaz,Davis Diaz,44.344689,49.6555293
jose medina,Jose Medina,7.97491678,8.03399241
jaison chourio,Jaison Chourio,64.8566514,64.3311979
francis sosa,Francis Sosa,-8.8838536,-3.1335735
bladimir restituyo,Bladimir Restituyo,56.2348155,62.2400516
braylon payne,Braylon Payne,44.0839606,16.934915
james outman,James Outman,96.3448588,66.9967149
evan skoug,Evan Skoug,73.1256247,42.3782689
yosander asencio,Yosander Asencio,25.9961219,27.8436393
jesus abreu,Jesus Abreu,-8.2333786,-3.9257349
jordy barley,Jordy Barley,49.3756552,57.077799
cam eden,Cam Eden,58.9832256,67.7606947
werner blakely,Werner Blakely,47.7625316,22.0379963
brendan jones,Brendan Jones,94.7313378,63.5149268
josh hood,Josh Hood,55.9764409,64.0491747
zyhir hope,Zyhir Hope,74.2238031,43.9901071
cj hinojosa,C.J. Hinojosa,61.9147717,68.4020806
marconi german,Marconi German,20.0533753,18.8221368
jose siri,Jose Siri,72.2836086,78.0644953
starlin mieses,Starlin Mieses,12.317723,17.8683425
yorman licourt,Yorman Licourt,19.6140971,22.3502453
chris meyers,Chris Meyers,88.5935881,58.4232179
ozzie albies,Ozzie Albies,103.995771,108.635464
jett williams,Jett Williams,81.7014755,90.2812521
aaron bracho,Aaron Bracho,72.5137351,44.1865671
jason vosler,Jason Vosler,91.0869696,62.5729801
yovanny duran,Yovanny Duran,20.0444795,20.1363787
carlos virahonda,Carlos Virahonda,33.2408045,36.5727972
dylan fien,Dylan Fien,25.9441847,26.8410338
misael mojica,Misael Mojica,15.0301081,-3.2444157
nathanael cijntje,Nathanael Cijntje,3.70983993,8.9889505
jadiel sanchez,Jadiel Sanchez,57.2281003,57.9808254
wyatt hoffman,Wyatt Hoffman,33.7997812,40.4550551
lj jones,L.J. Jones,74.3613564,81.8299022
sean barnett,Sean Barnett,37.3230994,44.0210019
elliot soto,Elliot Soto,46.3844586,54.8849219
vinny capra,Vinny Capra,76.1542314,84.1609323
justin connell,Justin Connell,86.9287406,94.7918698
frainyer chavez,Frainyer Chavez,64.1118843,66.234391
robert perez,Robert Perez,68.6858911,76.912396
victor ortega,Victor Ortega,44.0047556,21.9762143
jose mena,Jose Mena,45.9171107,52.2935661
rj schreck,RJ Schreck,101.643993,69.4976171
pablo guerrero,Pablo Guerrero,35.1659488,42.0564209
nathaniel ochoa leyva,Nathaniel Ochoa Leyva,14.5584164,20.7127643
yancel guerrero,Yancel Guerrero,6.46053305,11.0952414
jake thompson,Jake Thompson,85.1209196,56.0958942
jake vogel,Jake Vogel,38.5477223,44.8484959
ryan mckenna,Ryan McKenna,74.1185047,88.7437604
brauli diaz,Brauli Diaz,-15.534475,-13.177437
pierolivier boucher,Pier-Olivier Boucher,23.2590522,0.65315416
nick maton,Nick Maton,89.0204574,66.6517498
riquelmin cabral,Riquelmin Cabral,24.6750139,26.5928889
mario baez,Mario Baez,13.7066483,17.4270463
alex verdugo,Alex Verdugo,103.585367,78.9598183
dj stewart,DJ Stewart,90.4845318,57.3794714
adrian sugastey,Adrian Sugastey,68.505662,74.435033
ryan bliss,Ryan Bliss,85.8808262,94.4149785
jung hoo lee,Jung Hoo Lee,116.312142,92.2698272
seth gray,Seth Gray,72.6291378,42.6493754
jose iglesias,Jose Iglesias,83.0931201,88.469671
carlos concepcion,Carlos Concepcion,14.7594295,21.4985645
charles leblanc,Charles Leblanc,85.1251735,96.1608057
nelson marin,Nelson Marin,0.51748849,5.86548604
ryan wilson,Ryan Wilson,42.3603871,47.0563983
yongkyu lee,Yongkyu Lee,75.2280864,50.5199063
sandy leon,Sandy Leon,42.0420472,54.605427
aaron antonini,Aaron Antonini,70.1380097,41.9638141
osmar torrealba,Osmar Torrealba,21.1669654,-0.1637333
alfredo rodriguez,Alfredo Rodriguez,-2.1616309,2.57132044
taylor ward,Taylor Ward,111.338997,124.563118
stanley consuegra,Stanley Consuegra,65.874424,73.9295313
jorge polanco,Jorge Polanco,116.625132,114.540783
adrian meza,Adrian Meza,12.4894738,13.1114231
connor kaiser,Connor Kaiser,53.8509219,63.5983695
ruben castillo,Ruben Castillo,8.76175079,-12.144385
juanfel peguero,Juanfel Peguero,5.08322451,6.78132716
caleb knight,Caleb Knight,54.1350222,60.6843334
noah mendlinger,Noah Mendlinger,95.008726,73.7634825
will holland,Will Holland,59.2839198,65.7535702
eddy isturiz,Eddy Isturiz,25.3991134,26.4406901
maikol escotto,Maikol Escotto,57.1408462,64.3455797
bairon ledesma,Bairon Ledesma,11.5337823,16.1504031
angel brachi,Angel Brachi,23.6775064,26.7140564
tim lopes,Tim Lopes,65.3398359,75.4229832
jackson feltner,Jackson Feltner,39.6984479,47.1958749
malvin fernandez,Malvin Fernandez,-0.4069126,1.83402593
carlos amaya,Carlos Amaya,33.5527562,39.4752992
connor charping,Connor Charping,78.8247415,84.9532269
mitch haniger,Mitch Haniger,77.1414665,89.4051889
geovanny planchart,Geovanny Planchart,44.5353848,51.3058838
josh zamora,Josh Zamora,62.2010476,68.9678115
carter mathison,Carter Mathison,31.189316,4.84730193
nicky lopez,Nicky Lopez,74.900392,56.2455296
isiah kinerfalefa,Isiah Kiner-Falefa,76.8674635,80.4299085
enderson asencio,Enderson Asencio,5.4944895,10.6185478
connor hujsak,Connor Hujsak,28.2921112,34.7131314
cam clayton,Cam Clayton,32.5563402,38.0428561
christian bethancourt,Christian Bethancourt,56.1430128,66.3176451
jansel luis,Jansel Luis,62.1190175,66.2877263
ricardo paez,Ricardo Paez,14.4266674,-7.1425855
bryan gonzalez,Bryan Gonzalez,50.9827395,58.6714262
diego infante,Diego Infante,70.7185149,79.9659842
aj lewis,AJ Lewis,69.4041865,76.4421651
garrett whitley,Garrett Whitley,82.4908815,91.5850293
rodny rosario,Rodny Rosario,13.0424748,14.3827864
max kepler,Max Kepler,103.229827,78.824606
rudy martin,Rudy Martin,91.7231242,61.5926277
daniel vazquez,Daniel Vazquez,43.4247487,49.8628406
raylin heredia,Raylin Heredia,52.5329359,60.1601798
maykel minoso,Maykel Minoso,6.52545249,10.5817161
meylin de leon,Meylin De Leon,-0.4227656,3.95625591
miguel pabon,Miguel Pabon,29.0783007,35.1758409
john garcia,John Garcia,60.1549604,66.1131883
thomas saggese,Thomas Saggese,89.7896704,96.5498145
jose mujica,Jose Mujica,59.4932432,66.1290255
maykel coret,Maykel Coret,3.66029344,8.74461853
fernando peguero,Fernando Peguero,55.755053,59.3744397
john cristino,John Cristino,17.395469,23.1488164
ej exposito,E.J. Exposito,57.6203717,64.641947
jordan thompson,Jordan Thompson,41.5496385,47.403065
darell hernaiz,Darell Hernaiz,91.5837461,100.315969
tommy hopfe,Tommy Hopfe,48.9782825,50.0615854
brayan buelvas,Brayan Buelvas,57.8070812,66.06212
jose sanchez,Jose Sanchez,59.1768798,65.6972241
kenneth betancourt,Kenneth Betancourt,67.4266685,73.3290792
emil turbi,Emil Turbi,0.79983721,2.74425722
diomedes hernandez,Diomedes Hernandez,17.394902,23.0539998
haseong kim,Ha-Seong Kim,94.3896656,108.956262
enyervert perez,Enyervert Perez,32.5496114,38.0576315
taylor young,Taylor Young,65.1305164,71.5811653
edwarli brioso,Edwarli Brioso,-11.376019,
jordan sanchez,Jordan Sanchez,21.0038553,27.8994103
jj dorazio,J.J. D'Orazio,60.1823664,67.1916013
aeverson arteaga,Aeverson Arteaga,51.0647359,58.071944
jaegyun hwang,Jae-Gyun Hwang,64.5348483,71.899511
kellon lindsey,Kellon Lindsey,26.3021099,33.0718839
karniel pratt,Karniel Pratt,14.5902641,20.6881666
anthony quirion,Anthony Quirion,29.466141,35.0850131
wyatt hendrie,Wyatt Hendrie,57.7562964,65.0674053
jhosmmel zue,Jhosmmel Zue,1.70409581,7.78128985
diego rincones,Diego Rincones,79.9299294,86.8899201
moises molero,Moises Molero,11.1744905,-7.7984011
natanael yuten,Natanael Yuten,45.4092763,22.5324389
luke berryhill,Luke Berryhill,62.1807274,71.6641736
jake fraley,Jake Fraley,103.859839,77.7072359
matt higgins,Matt Higgins,80.8286026,52.128838
brian sanchez,Brian Sanchez,50.4990512,25.7336997
sammy infante,Sammy Infante,45.0174399,50.9811874
dub gleed,Dub Gleed,77.229767,84.3889635
jonatan clase,Jonatan Clase,80.0292533,85.6621635
ricardo olivar,Ricardo Olivar,86.6183063,94.8630286
nick mitchell,Nick Mitchell,69.2754523,42.253145
dante nori,Dante Nori,61.6791638,36.9736992
john spikerman,John Spikerman,38.5436036,38.9540929
josue gonzalez,Josue Gonzalez,31.9287811,37.8580464
carlos cauro,Carlos Cauro,12.9523491,19.5598277
wilton lara,Wilton Lara,2.40028025,7.01225969
german ortiz,German Ortiz,33.8750309,10.4720915
michael chavis,Michael Chavis,75.0537245,85.6087223
daniel perez,Daniel Perez,31.9188098,7.55363464
wilfred veras,Wilfred Veras,67.4329116,75.8806385
yohangel moris,Yohangel Moris,-6.3063081,-4.1351804
masataka yoshida,Masataka Yoshida,115.568375,92.7181272
michael harris,Michael Harris,119.162387,94.1550815
tyler heineman,Tyler Heineman,79.4460824,85.7744914
hun gon kim,Hun Gon Kim,64.097317,69.1637211
ryan castillo,Ryan Castillo,17.3197138,-4.416943
juan alonso,Juan Alonso,40.2281088,47.472541
julio zayas,Julio Zayas,19.3648888,23.819269
diego felix,Diego Felix,-11.14826,-5.7820095
logan porter,Logan Porter,72.8851989,83.9448887
yeison acosta,Yeison Acosta,-0.3791616,-0.5875939
warel solano,Warel Solano,11.0734722,16.197454
trey cabbage,Trey Cabbage,88.0422752,56.9931079
alfredo velasquez,Alfredo Velasquez,59.1292628,63.6264829
yan contreras,Yan Contreras,19.5831281,25.2991601
grant magill,Grant Magill,21.1418243,26.6655997
josuar gonzalez,Josuar Gonzalez,21.4854021,23.0310146
deshandro tromp,Deshandro Tromp,-6.1705887,-2.0909377
colby halter,Colby Halter,73.2193693,46.083806
wilfredo lara,Wilfredo Lara,47.3891251,53.9092537
austin overn,Austin Overn,80.3357567,49.033639
erick hernandez,Erick Hernandez,,-11.864257
luis merejo,Luis Merejo,31.8554161,38.4992833
pk morris,PK Morris,80.4366366,49.1759458
ricky cabrera,Ricky Cabrera,39.5464227,44.8821926
eric rataczak,Eric Rataczak,75.0480808,45.4888347
drew compton,Drew Compton,70.3483861,73.1140522
jon berti,Jon Berti,85.6582952,90.4885101
jose briceno,Jose Briceno,61.4223171,72.0668789
caleb durbin,Caleb Durbin,104.57343,110.252728
luis chevalier,Luis Chevalier,31.0041096,32.608404
cobb hightower,Cobb Hightower,35.1129191,40.352758
ernie clement,Ernie Clement,96.0998536,103.129452
jancel villarroel,Jancel Villarroel,53.772931,59.4705
peyton williams,Peyton Williams,76.0927334,46.730845
jake bauers,Jake Bauers,102.918539,75.5113653
luis garcia,Luis Garcia,115.571372,83.48038
dionmy salon,Dionmy Salon,28.0321196,32.440477
joe mack,Joe Mack,85.3711282,54.3101931
samuel escudero,Samuel Escudero,15.9851721,21.1943528
kendall simmons,Kendall Simmons,62.8116562,70.1944615
zach humphreys,Zach Humphreys,57.2521239,64.552337
ross friedrick,Ross Friedrick,35.2274965,10.2956303
jt mabry,JT Mabry,20.0897449,24.6534184
otto kemp,Otto Kemp,88.5253262,94.5248064
jesus aguilar,Jesus Aguilar,68.7264311,78.5765876
nelson medina,Nelson Medina,52.1377571,60.8457198
luis pino,Luis Pino,31.4147383,37.8485
yorber semprun,Yorber Semprun,17.4258539,0.93651273
oswaldo linares,Oswaldo Linares,58.0874242,64.9526713
anthony sherwin,Anthony Sherwin,56.5832491,28.5704503
diego omana,Diego Omana,25.7507871,31.8811396
andres torres,Andres Torres,17.62945,-1.1075046
fran alduey,Fran Alduey,20.7173425,24.2100437
cavan biggio,Cavan Biggio,87.7280832,61.7755806
jose de jesus,Jose De Jesus,34.365698,36.5084191
matthew clayton,Matthew Clayton,27.4243524,32.3379151
adrian hoyte,Adrian Hoyte,17.8076946,-2.7663971
chase harlan,Chase Harlan,37.2256798,44.5828469
german guilarte,German Guilarte,-2.9534992,2.0891091
isan diaz,Isan Diaz,85.4478897,57.254139
diego villegas,Diego Villegas,23.5591664,2.72007921
junior garcia,Junior Garcia,33.1719416,8.71734135
yohander linarez,Yohander Linarez,23.0791032,26.8029703
jose torres,Jose Torres,51.2944876,59.7520062
ewry espinal,Ewry Espinal,18.7793774,-4.7355722
oswaldo cabrera,Oswaldo Cabrera,98.0195438,91.0528577
albertson asigen,Albertson Asigen,37.841212,44.1362484
cristhian rodriguez,Cristhian Rodriguez,33.108257,13.3547647
samuel zavala,Samuel Zavala,71.6707859,42.0960727
guillermo batista,Guillermo Batista,15.1153911,14.7674006
jonathan ornelas,Jonathan Ornelas,53.0495964,61.9231739
jaehoon ha,Jae-Hoon Ha,63.9002433,72.638767
alvaro gonzalez,Alvaro Gonzalez,24.8516735,25.4728701
trey sweeney,Trey Sweeney,82.2619398,60.2340575
rainer nunez,Rainer Nunez,73.4485397,81.3840181
brenny escanio,Brenny Escanio,38.3731439,40.0791183
edwin sanchez,Edwin Sanchez,31.3870845,38.5850576
xavier isaac,Xavier Isaac,92.8393979,59.967098
marty costes,Marty Costes,71.4657177,77.6624383
nolan sailors,Nolan Sailors,59.2534379,32.312433
juan monso,Juan Monso,11.5221569,-6.8368302
colton cowser,Colton Cowser,109.006635,83.8797879
nate george,Nate George,65.0129016,71.6150197
jordan westburg,Jordan Westburg,115.464606,123.326448
carlos colmenarez,Carlos Colmenarez,37.8807265,13.241478
edmundo sosa,Edmundo Sosa,87.3479841,93.497271
yeicer crespo,Yeicer Crespo,-8.0204129,-2.817665
esmith pineda,Esmith Pineda,38.9538426,44.9592929
luis matos,Luis Matos,99.5477564,107.5389
scott bandura,Scott Bandura,83.7569785,55.7658333
armando alvarez,Armando Alvarez,74.963338,87.3312403
javier francisco,Javier Francisco,27.464929,32.9392334
mark coley,Mark Coley,64.2835139,71.7801487
kevin padlo,Kevin Padlo,60.7611097,72.7406409
yannic walther,Yannic Walther,16.6342936,23.1305121
marco marcelino,Marco Marcelino,5.38046914,10.1738157
cole roberts,Cole Roberts,33.6551814,39.1736178
jarrod belbin,Jarrod Belbin,36.4685257,11.6596372
luis escudero,Luis Escudero,26.3810864,25.2835062
juan chacon,Juan Chacon,56.4828153,64.4377551
jose subero,Jose Subero,-6.2577763,
frandy lafond,Frandy Lafond,4.47432843,10.1110675
justin williams,Justin Williams,29.7200297,37.0998397
yohendry sanchez,Yohendry Sanchez,13.1015278,16.9256283
alexander herrera,Alexander Herrera,-4.5783046,0.73455153
josh kross,Josh Kross,45.5651192,45.3223064
cristian hernandez,Cristian Hernandez,49.777407,56.4089388
george wolkow,George Wolkow,47.8103835,19.7742364
madison stokes,Madison Stokes,60.4048063,68.9917837
garret forrester,Garret Forrester,45.083438,51.3985457
starling marte,Starling Marte,99.7289123,105.968924
felix amparo,Felix Amparo,25.7061125,29.5223064
brayan amoroso,Brayan Amoroso,8.21375333,13.7697787
andres hernandez,Andres Hernandez,-3.1587519,1.66374219
logan ohoppe,Logan O'Hoppe,88.4593221,100.730442
jack hurley,Jack Hurley,66.1714983,38.0749687
luis guanipa,Luis Guanipa,36.658667,42.160333
seth stephenson,Seth Stephenson,76.7793377,81.298228
enry torres,Enry Torres,10.3681598,-10.490889
moises semerite,Moises Semerite,-3.8908235,1.51929083
luke dickerson,Luke Dickerson,25.0447831,30.9699477
mike yastrzemski,Mike Yastrzemski,110.465486,75.2263514
josh vanmeter,Josh VanMeter,79.3746068,54.2518417
lamonte wade,LaMonte Wade,106.567133,78.9309751
joshua mears,Joshua Mears,66.9015829,76.05262
matt scheffler,Matt Scheffler,62.0775644,69.0169811
moises febrillet,Moises Febrillet,-6.3629151,
sam huff,Sam Huff,69.2138853,81.6761645
luis bolivar,Luis Bolivar,-5.7789693,-0.6287288
jhoanjel saez,Jhoanjel Saez,0.602236,5.2745284
karim ayubi,Karim Ayubi,29.1703977,6.62675242
hunter goodman,Hunter Goodman,99.3313435,111.136992
luis reyes,Luis Reyes,34.4656337,40.4407313
ryan galanie,Ryan Galanie,77.2022969,83.8139579
justin bench,Justin Bench,37.8092033,42.4112883
ronald rosario,Ronald Rosario,59.1965572,66.8275737
nate eaton,Nate Eaton,73.9811131,82.8204033
connor caskenette,Connor Caskenette,65.1581826,72.0895543
jack lines,Jack Lines,21.2528864,1.55914835
jose montilla,Jose Montilla,-3.1500127,1.01491541
lizandro espinoza,Lizandro Espinoza,44.9810381,52.4338939
milo rushford,Milo Rushford,31.4379448,7.5569732
aaron shackelford,Aaron Shackelford,74.5683352,44.5509686
ryan ohearn,Ryan O'Hearn,115.582832,90.0135177
james mccann,James McCann,83.0861262,93.7512564
jack suwinski,Jack Suwinski,103.570748,65.3500952
luis pena,Luis Pena,57.5340206,63.5832318
jancory de la cruz,Jancory De La Cruz,11.8269027,-10.571918
travis honeyman,Travis Honeyman,62.9503023,69.2283056
ire garcia,Ire Garcia,9.09182265,14.0461723
bryant betancourt,Bryant Betancourt,73.0279097,43.9277124
santiago leon,Santiago Leon,6.11878093,10.2850612
curley martha,Curley Martha,11.0869058,14.9590997
david calabrese,David Calabrese,70.9960199,40.8274289
bracewell taveras,Bracewell Taveras,9.29173477,12.771843
riley mahan,Riley Mahan,71.8437429,43.624185
jason delay,Jason Delay,57.0994678,64.6732854
carlos pacheco,Carlos Pacheco,32.2276107,38.7667642
kole calhoun,Kole Calhoun,86.3444182,60.3070661
tommy edman,Tommy Edman,94.8287454,103.249693
deivid coronil,Deivid Coronil,-7.2503794,-5.9381508
donovan mcintyre,Donovan McIntyre,,-13.378986
edgar quero,Edgar Quero,103.120464,105.112636
eybert sanchez,Eybert Sanchez,24.6360714,7.12924558
angel diaz,Angel Diaz,36.3278254,42.5353916
luis arana,Luis Arana,30.9061093,30.233036
enrique hernandez,Enrique Hernandez,80.1044575,93.3936636
trey harris,Trey Harris,52.2266363,57.9837753
michael martinez,Michael Martinez,10.2845417,14.739641
tristan peters,Tristan Peters,86.5974742,60.9622258
domingo santana,Domingo Santana,87.9211559,99.5969837
wade stauss,Wade Stauss,50.4173226,23.1958888
stiven flores,Stiven Flores,19.1560328,23.70703
chandler redmond,Chandler Redmond,75.3455072,44.2686679
ben ross,Ben Ross,59.5939511,67.7197857
keshawn ogans,Keshawn Ogans,66.0075609,71.846434
taylor snyder,Taylor Snyder,55.7373991,63.7069226
alerick soularie,Alerick Soularie,70.2197926,77.3672887
ramiro altagracia,Ramiro Altagracia,11.0005191,16.6872243
alec makarewicz,Alec Makarewicz,44.4400136,46.070921
jose barrios,Jose Barrios,7.73060406,10.2079159
fidel pinango,Fidel Pinango,-0.1872887,4.15258863
jorge burgos,Jorge Burgos,78.5326106,47.9609741
gilberto celestino,Gilberto Celestino,78.1820003,87.1637608
osleivis basabe,Osleivis Basabe,73.7057716,82.1892716
luke maile,Luke Maile,76.01611,85.2500082
felix tena,Felix Tena,32.2604722,36.6904624
tyler reichenborn,Tyler Reichenborn,49.0875386,56.4125867
luis felipe,Luis Felipe,-2.881176,2.2696858
antonio gomez,Antonio Gomez,51.7966992,59.4469572
andy blake,Andy Blake,59.223255,66.2695744
bryce madron,Bryce Madron,47.739143,21.4808583
cooper pratt,Cooper Pratt,73.246065,79.4419757
carlos renzullo,Carlos Renzullo,27.9359601,29.814443
braylon bishop,Braylon Bishop,31.7665565,7.51787862
raimel medina,Raimel Medina,18.5801695,23.5570052
yimmy diaz,Yimmy Diaz,8.08810072,8.05398586
matt koperniak,Matt Koperniak,86.2911215,58.3408985
tommy sacco,Tommy Sacco,53.6966757,54.8452924
jack costello,Jack Costello,54.2956289,59.4332943
saul gomez,Saul Gomez,10.7304219,15.198943
luis urias,Luis Urias,94.6969112,100.910764
jose arias,Jose Arias,-11.350754,
kevin maitan,Kevin Maitan,54.555088,62.8740641
mikey perez,Mikey Perez,49.4393946,55.5350078
dakota harris,Dakota Harris,71.2644355,76.8727067
ismael del rosario,Ismael Del Rosario,-6.2487809,-24.670518
tristen lutz,Tristen Lutz,73.4303989,82.8737767
bryan martinez,Bryan Martinez,6.52008333,-13.782983
tyler dearden,Tyler Dearden,89.5916975,59.7571468
nelly taylor,Nelly Taylor,57.5049444,30.421048
delvis matos,Delvis Matos,-5.3028363,-0.0256333
marco dinges,Marco Dinges,63.4494977,70.5103453
trey faltine,Trey Faltine,31.4628267,39.0205734
david smith,David Smith,39.0495515,37.1364889
shane matheny,Shane Matheny,75.026593,44.5342477
gavin collins,Gavin Collins,66.6550918,72.4001075
elvin garcia,Elvin Garcia,7.31876925,9.57014024
delino deshields,Delino DeShields,69.697105,79.7689714
jackson cluff,Jackson Cluff,66.6383369,38.7802197
jean santana,Jean Santana,-0.109869,
kyle sinzza,Kyle Sinzza,19.576111,24.5207728
lisandro sanchez,Lisandro Sanchez,7.73977943,13.2107303
andrew patrick,Andrew Patrick,13.9011602,20.324786
rashawn pinder,Rashawn Pinder,16.644272,-3.7870666
samuell sanchez,Samuell Sanchez,12.2915247,-10.241042
travis jankowski,Travis Jankowski,87.3835156,67.3644968
yunior severino,Yunior Severino,79.8446766,81.1628369
daniel susac,Daniel Susac,78.1058649,85.6430127
eriel dihigo,Eriel Dihigo,23.5925412,29.3631869
jose tovar,Jose Tovar,8.86568728,-10.134837
malcolm moore,Malcolm Moore,44.7013808,21.4463947
james wood,James Wood,134.226154,115.964562
elias medina,Elias Medina,18.2080398,24.2764452
eddson martinez,Eddson Martinez,24.3286927,3.49569674
junior sanchez,Junior Sanchez,31.4842036,12.5753826
andry batista,Andry Batista,7.08507167,13.4076711
rodney green,Rodney Green,46.4784758,18.5345757
julio e rodriguez,Julio E. Rodriguez,61.3678403,68.5422095
ben rice,Ben Rice,130.689866,105.384657
wes kath,Wes Kath,62.5017771,32.5345828
alex dickerson,Alex Dickerson,88.7821646,60.985001
calvin harris,Calvin Harris,66.4497645,41.1531982
edwardo espinal,Edwardo Espinal,20.4410602,26.9221164
hiverson lopez,Hiverson Lopez,-1.2592955,-19.154224
jhonny perdomo,Jhonny Perdomo,29.0209124,33.8715141
joan acevedo,Joan Acevedo,,-10.923844
joyner perez,Joyner Perez,14.3226214,19.5075106
george valera,George Valera,106.036421,81.4130618
charlie condon,Charlie Condon,82.3141726,90.7422754
carlos linarez,Carlos Linarez,51.6333481,59.7271272
osiris johnson,Osiris Johnson,42.1269234,48.6682597
brock jones,Brock Jones,67.6904483,35.9365149
william contreras,William Contreras,122.059495,134.392366
giancarlo stanton,Giancarlo Stanton,108.19898,126.07349
nolan beltran,Nolan Beltran,35.1384194,14.4628107
nick clarno,Nick Clarno,25.6721863,31.4890305
brett bateman,Brett Bateman,89.0119991,62.7292141
rayne doncon,Rayne Doncon,43.926238,50.3121885
juan rojas,Juan Rojas,19.6694511,-0.6286892
ismael munguia,Ismael Munguia,90.7610957,65.080263
luke waddell,Luke Waddell,77.5551446,55.0449841
pierce bennett,Pierce Bennett,49.6607123,54.5432005
hayden alvarez,Hayden Alvarez,41.7497951,48.3431923
christian vazquez,Christian Vazquez,71.7154772,75.6747644
kevin bazzell,Kevin Bazzell,37.4761112,41.1371933
lawrence butler,Lawrence Butler,110.309954,81.4581501
drew mount,Drew Mount,80.3447975,50.8878118
jjam alvarez,Jjam Alvarez,14.7991036,20.2252708
jhon gil,Jhon GIl,14.2555553,19.4215886
johmphy de la cruz,Johmphy De La Cruz,-11.243046,-6.5250127
ramon mendoza,Ramon Mendoza,80.5607854,88.279538
miguel rivera,Miguel Rivera,10.6762554,15.3567936
harold coll,Harold Coll,41.2555089,48.6838839
nathan martorella,Nathan Martorella,76.2518697,46.4902692
xavier casserilla,Xavier Casserilla,23.989866,29.0704601
christian molfetta,Christian Molfetta,23.1147894,29.8014959
jon singleton,Jon Singleton,88.050045,59.062233
blake hunt,Blake Hunt,70.3614898,77.5036958
james parker,James Parker,44.6608937,52.1618799
oliver guerrero,Oliver Guerrero,21.0846709,-2.799938
naibel mariano,Naibel Mariano,2.93268632,7.62164461
nomar velasquez,Nomar Velasquez,22.1130708,2.1245319
brett squires,Brett Squires,82.3894689,52.4564257
