pitcher,season,date,team,opp,asof_k_pct,l5_k_pct,asof_bb_pct,l5_bb_pct,asof_k_bb_pct,l5_k_bb_pct,asof_csw,l5_csw,asof_whiff,l5_whiff,asof_velo,l5_velo,asof_spin,l5_spin,asof_gb_pct,l5_gb_pct,asof_fb_pct,l5_fb_pct,asof_barrel_pct,l5_barrel_pct,asof_hardhit_pct,l5_hardhit_pct,asof_xwobacon,l5_xwobacon,asof_fip,l5_fip,asof_xfip,l5_xfip,asof_ra9,l5_ra9,delta_velo,delta_spin,delta_csw,delta_k_bb_pct,fwd30_k_bb_pct,fwd30_xfip,fwd30_ra9,fwd30_fip,fwd30_ip,fwd1_k_bb_pct,fwd1_xfip,fwd1_ra9,fwd1_end
656605,2023,2023-05-31,PIT,SF,30.976,34.615,5.387,3.077,25.589,31.538,31.041,31.027,21.377,18.672,93.402,93.598,2395.901,2411.14,45.355,51.282,32.24,28.205,9.29,6.41,28.962,34.615,0.358,0.339,2.662,1.918,2.445,1.733,3.452,3.545,0.196,15.24,-0.013,5.949,11.111,3.722,2.967,3.825,30.3,-11.538,5.816,5.062,2023-06-06
656605,2023,2023-06-06,PIT,ATH,30.864,33.582,5.247,2.985,25.617,30.597,31.311,32.15,21.653,19.917,93.43,93.64,2394.516,2399.647,45.274,47.561,32.338,29.268,10.448,9.756,31.343,39.024,0.366,0.369,2.53,1.953,2.444,1.861,3.646,3.176,0.209,5.131,0.84,4.98,18.254,3.129,3.6,3.133,30.0,19.231,2.811,1.286,2023-06-11
656605,2023,2023-06-11,PIT,NYM,28.857,29.457,6.0,5.426,22.857,24.031,30.441,29.979,20.711,18.142,93.503,93.669,2394.952,2398.767,46.847,51.852,30.631,25.926,10.36,11.111,33.333,43.21,0.372,0.402,2.839,3.001,2.657,2.322,3.735,4.451,0.166,3.814,-0.462,1.174,13.846,3.692,3.484,3.552,31.0,16.667,3.595,7.2,2023-06-17
656605,2023,2023-06-17,PIT,MIL,28.723,24.806,6.117,6.977,22.606,17.829,30.284,27.347,20.755,18.667,93.483,93.588,2394.173,2391.111,47.479,52.941,30.252,24.706,10.084,11.765,32.353,41.176,0.359,0.378,2.914,4.023,2.669,2.915,3.547,4.747,0.105,-3.062,-2.937,-4.777,13.208,3.711,2.769,3.331,26.0,19.231,3.166,1.286,2023-06-22
656605,2023,2023-06-22,PIT,MIA,28.75,23.664,6.5,9.16,22.25,14.504,30.48,28.317,20.657,19.556,93.491,93.671,2397.86,2399.418,47.41,49.412,30.677,28.235,10.757,14.118,33.068,41.176,0.363,0.395,3.007,4.43,2.717,3.437,3.737,5.523,0.18,1.558,-2.163,-7.746,7.273,4.295,5.4,4.94,25.0,12.5,3.679,1.5,2023-06-28
656605,2023,2023-06-28,PIT,SD,28.169,21.705,6.103,7.752,22.066,13.953,30.564,29.515,20.206,17.333,93.395,93.381,2399.94,2408.454,48.162,53.933,30.882,28.09,9.926,11.236,31.985,38.202,0.352,0.34,2.916,3.529,2.748,3.475,3.571,3.857,-0.014,8.514,-1.049,-8.112,11.765,3.896,6.75,5.964,29.3,23.077,2.395,9.0,2023-07-03
656605,2023,2023-07-03,PIT,LAD,27.778,19.841,6.222,8.73,21.556,11.111,30.576,28.82,19.608,13.744,93.352,93.18,2402.191,2419.091,48.443,55.682,30.796,27.273,9.689,7.955,31.142,30.682,0.347,0.305,2.89,3.825,2.799,3.722,3.457,2.967,-0.172,16.9,-1.756,-10.444,9.091,4.205,6.288,6.47,24.3,-3.846,5.381,0.0,2023-07-08
656605,2023,2023-07-08,PIT,AZ,27.731,24.603,6.092,6.349,21.639,18.254,30.475,30.561,19.676,16.59,93.256,92.663,2403.72,2424.754,48.039,51.19,30.719,30.952,9.477,7.143,32.026,28.571,0.357,0.318,2.916,3.133,2.781,3.129,3.7,3.6,-0.593,21.034,0.086,-3.385,11.712,3.878,10.075,6.996,22.3,25.0,2.595,9.0,2023-07-11
656605,2023,2023-07-18,PIT,CLE,27.075,20.755,6.719,7.547,20.356,13.208,30.295,29.621,19.536,14.857,93.258,92.414,2402.367,2418.659,47.546,48.0,30.982,32.0,9.202,4.0,31.595,26.667,0.351,0.308,3.075,3.331,2.928,3.711,3.531,2.769,-0.844,16.292,-0.674,-7.148,16.667,3.531,7.177,4.847,26.3,24.0,2.694,10.8,2023-07-23
656605,2023,2023-07-23,PIT,LAA,25.746,16.364,6.716,9.091,19.03,7.273,29.768,26.619,18.958,13.661,93.227,92.539,2404.101,2421.156,46.176,39.506,30.595,29.63,9.065,6.173,32.011,32.099,0.357,0.375,3.31,4.94,3.049,4.295,3.927,5.4,-0.688,17.055,-3.149,-11.757,20.635,2.931,5.598,2.99,27.3,20.0,2.909,3.375,2023-07-28
656605,2023,2023-07-28,PIT,PHI,25.847,18.018,6.595,8.108,19.251,9.91,29.626,25.604,19.486,18.974,93.29,93.007,2402.519,2404.004,45.676,35.802,30.811,30.864,9.459,8.642,32.432,37.037,0.365,0.43,3.513,6.35,3.036,4.116,4.185,7.5,-0.283,1.485,-4.022,-9.341,20.0,2.979,4.5,2.5,30.0,7.407,4.395,14.4,2023-08-03
656605,2023,2023-08-03,PIT,MIL,26.109,19.091,6.826,10.0,19.283,9.091,29.67,26.128,20.094,21.891,93.267,93.325,2403.613,2403.076,45.573,35.897,30.729,30.769,9.635,10.256,32.812,35.897,0.372,0.43,3.54,6.47,3.031,4.205,4.154,6.288,0.058,-0.537,-3.542,-10.192,22.481,2.886,2.323,2.326,31.0,16.667,3.892,5.4,2023-08-08
656605,2023,2023-08-08,PIT,ATL,25.775,19.82,7.015,8.108,18.76,11.712,29.725,26.942,20.0,21.951,93.23,93.081,2403.741,2409.38,45.025,34.177,30.597,29.114,9.453,11.392,33.582,41.772,0.376,0.482,3.608,6.996,3.078,3.878,4.51,10.075,-0.149,5.639,-2.783,-7.048,23.81,2.692,1.731,1.985,26.0,16.0,3.762,3.0,2023-08-13
656605,2023,2023-08-13,PIT,CIN,25.432,19.084,6.75,6.87,18.681,12.214,29.52,26.423,19.965,21.545,93.254,93.239,2404.231,2412.198,44.418,33.684,31.116,31.579,9.264,9.474,33.729,41.053,0.379,0.473,3.625,6.176,3.106,3.93,4.54,9.228,-0.015,7.967,-3.097,-6.468,22.936,2.556,3.96,2.86,25.0,44.0,0.098,3.0,2023-08-19
656605,2023,2023-08-19,PIT,MIN,25.529,24.603,6.949,7.937,18.58,16.667,29.682,29.314,20.184,25.214,93.277,93.487,2402.467,2395.575,44.266,36.145,31.422,34.94,9.174,9.639,33.486,39.759,0.378,0.465,3.572,4.847,3.131,3.531,4.481,7.177,0.21,-6.892,-0.368,-1.913,18.018,3.243,3.0,3.248,27.0,17.241,3.096,0.0,2023-08-25
656605,2023,2023-08-25,PIT,CHC,26.346,28.571,6.841,7.937,19.505,20.635,30.019,31.799,20.531,25.108,93.27,93.187,2401.83,2398.851,44.42,38.462,31.027,32.051,9.152,7.692,34.375,43.59,0.381,0.454,3.424,2.99,3.018,2.931,4.425,5.598,-0.083,-2.979,1.78,1.13,18.349,3.198,5.548,4.333,24.3,19.231,3.678,1.5,2023-09-01
656605,2023,2023-09-01,PIT,STL,26.117,26.154,6.704,6.154,19.413,20.0,29.985,31.533,20.342,21.525,93.194,92.884,2401.935,2394.775,44.563,40.0,30.917,31.765,8.742,4.706,34.115,40.0,0.375,0.391,3.355,2.5,3.022,2.979,4.215,4.5,-0.31,-7.16,1.548,0.587,18.095,2.993,5.918,4.374,24.3,13.793,3.294,14.4,2023-09-08
656605,2023,2023-09-08,PIT,ATL,26.28,28.682,6.873,6.202,19.407,22.481,29.972,31.21,20.39,22.271,93.145,92.79,2400.315,2385.954,44.215,40.244,31.405,35.366,8.678,4.878,34.091,36.585,0.376,0.371,3.381,2.326,3.044,2.886,4.122,2.323,-0.355,-14.361,1.238,3.074,19.737,2.915,3.724,3.772,19.3,22.222,3.033,0.0,2023-09-14
656605,2023,2023-09-14,PIT,WSH,25.811,27.612,6.615,5.97,19.196,21.642,29.785,31.158,20.389,22.458,93.091,92.398,2400.639,2385.308,43.701,40.23,31.102,31.034,8.661,5.747,34.252,36.782,0.385,0.411,3.473,2.745,3.051,2.789,4.408,3.774,-0.694,-15.331,1.373,2.446,18.367,2.832,6.353,5.218,11.3,18.519,2.814,10.125,2023-09-20
656605,2023,2023-09-20,PIT,CHC,25.815,27.206,6.516,4.412,19.298,22.794,29.805,30.462,20.431,21.633,93.044,91.971,2398.386,2379.678,44.023,42.857,31.309,30.769,8.349,4.396,33.966,36.264,0.38,0.387,3.398,2.585,3.05,2.672,4.22,3.0,-1.072,-18.708,0.657,3.496,,,,,,18.182,2.848,3.0,2023-09-26
656605,2023,2023-09-26,PIT,PHI,25.697,22.464,6.424,4.348,19.273,18.116,29.859,28.964,20.634,21.162,92.998,91.707,2398.97,2385.448,43.773,40.816,31.136,31.633,8.608,6.122,35.165,38.776,0.388,0.42,3.478,3.749,3.044,3.173,4.383,4.175,-1.29,-13.522,-0.895,-1.157,,,,,,,,,
668678,2023,2023-04-04,AZ,SD,21.127,21.127,8.451,8.451,12.676,12.676,25.203,25.203,17.949,17.949,91.78,91.78,2381.658,2381.658,28.571,28.571,36.735,36.735,6.122,6.122,46.939,46.939,0.406,0.406,4.033,4.033,4.094,4.094,7.2,7.2,0.0,0.0,0.0,0.0,40.351,0.887,0.853,0.226,31.7,41.667,0.923,0.0,2023-04-10
668678,2023,2023-04-10,AZ,MIL,18.557,18.557,7.216,7.216,11.34,11.34,27.327,27.327,18.831,18.831,91.874,91.874,2380.632,2380.632,30.986,30.986,38.028,38.028,7.042,7.042,42.254,42.254,0.362,0.362,4.862,4.862,4.308,4.308,7.286,7.286,0.0,0.0,0.0,0.0,35.897,1.254,1.125,0.506,32.0,30.435,1.449,0.0,2023-04-16
668678,2023,2023-04-16,AZ,MIA,23.967,23.967,6.612,6.612,17.355,17.355,30.233,30.233,23.711,23.711,91.851,91.851,2382.299,2382.299,35.366,35.366,36.585,36.585,6.098,6.098,42.683,42.683,0.323,0.323,3.751,3.751,3.492,3.492,5.53,5.53,0.0,0.0,0.0,0.0,31.707,1.792,1.62,0.85,33.3,47.826,0.598,0.0,2023-04-21
668678,2023,2023-04-21,AZ,SD,25.0,25.62,5.556,4.959,19.444,20.661,30.171,31.416,22.979,25.888,92.16,92.601,2372.315,2367.963,36.082,36.585,32.99,34.146,6.186,6.098,45.361,43.902,0.343,0.343,3.217,3.37,3.095,3.028,4.456,4.247,0.442,-4.352,1.245,1.217,21.138,2.701,4.154,1.616,30.3,52.174,-0.217,0.0,2023-04-26
668678,2023,2023-04-26,AZ,KC,28.144,32.773,4.79,4.202,23.353,28.571,31.14,33.691,25.087,29.577,92.338,92.824,2375.021,2372.852,37.615,41.096,32.11,28.767,6.422,5.479,44.037,41.096,0.334,0.334,2.665,1.906,2.672,2.08,3.702,2.613,0.487,-2.17,2.551,5.218,12.097,3.904,4.247,2.392,29.7,28.571,1.896,5.4,2023-05-02
668678,2023,2023-05-02,AZ,TEX,31.053,36.975,4.211,1.681,26.842,35.294,31.667,35.021,26.807,31.628,92.402,92.813,2372.599,2366.615,38.333,45.07,30.833,26.761,5.833,5.634,42.5,39.437,0.353,0.344,2.219,1.386,2.288,1.459,3.21,1.378,0.411,-5.984,3.354,8.452,11.024,4.008,3.228,2.546,30.7,22.222,2.596,1.286,2023-05-08
668678,2023,2023-05-08,AZ,MIA,30.806,41.228,3.791,0.877,27.014,40.351,31.327,34.096,26.79,32.287,92.521,93.038,2364.448,2351.543,40.0,50.0,30.37,21.875,5.926,4.688,42.963,43.75,0.369,0.372,2.075,0.226,2.251,0.887,3.418,0.853,0.517,-12.905,2.769,13.337,10.317,4.157,3.944,3.033,29.7,13.793,3.658,2.25,2023-05-13
668678,2023,2023-05-13,AZ,SF,30.252,36.752,3.782,0.855,26.471,35.897,31.305,32.278,25.829,27.632,92.595,93.234,2359.312,2339.545,40.909,47.222,29.87,22.222,6.494,6.944,42.857,43.056,0.378,0.412,2.011,0.506,2.292,1.254,3.168,1.125,0.639,-19.767,0.973,9.427,9.524,4.32,5.268,3.576,27.3,-8.696,6.595,18.0,2023-05-19
668678,2023,2023-05-19,AZ,PIT,29.213,34.146,4.12,2.439,25.094,31.707,30.969,31.857,25.895,28.75,92.629,93.135,2356.409,2339.245,41.143,47.436,30.286,26.923,6.857,7.692,44.0,42.308,0.385,0.418,2.051,0.85,2.453,1.792,3.059,1.62,0.506,-17.164,0.888,6.614,16.279,3.523,2.67,3.232,30.3,4.167,5.738,0.0,2023-05-24
668678,2023,2023-05-24,AZ,PHI,27.586,26.829,5.172,5.691,22.414,21.138,30.213,28.947,25.0,24.889,92.663,93.097,2351.392,2319.886,40.625,44.578,29.688,26.506,7.292,8.434,46.354,49.398,0.39,0.439,2.221,1.616,2.684,2.701,3.893,4.154,0.434,-31.506,-1.266,-1.276,17.829,3.395,2.842,3.479,31.7,20.833,2.763,0.0,2023-05-30
668678,2023,2023-05-30,AZ,COL,26.433,19.355,5.414,7.258,21.019,12.097,29.492,26.087,24.199,20.435,92.735,93.191,2353.973,2328.371,38.863,39.56,31.754,32.967,7.109,8.791,45.498,49.451,0.388,0.42,2.285,2.392,2.908,3.904,3.608,4.247,0.457,-25.602,-3.405,-8.922,15.267,3.673,3.938,4.069,32.0,19.231,3.095,4.5,2023-06-04
668678,2023,2023-06-04,AZ,ATL,26.627,19.685,5.621,8.661,21.006,11.024,29.606,26.535,24.257,20.087,92.703,92.981,2349.704,2327.183,37.611,34.066,31.416,32.967,7.08,8.791,45.575,49.451,0.396,0.426,2.248,2.546,2.898,4.008,3.348,3.228,0.278,-22.521,-3.071,-9.982,19.697,3.337,4.091,4.07,33.0,10.345,4.241,7.941,2023-06-11
668678,2023,2023-06-11,AZ,DET,26.374,19.048,5.495,8.73,20.879,10.317,29.13,25.0,23.976,20.675,92.743,92.997,2343.427,2316.311,37.551,31.868,31.429,34.066,7.755,9.89,46.531,52.747,0.407,0.446,2.35,3.033,2.911,4.157,3.425,3.944,0.254,-27.117,-4.13,-10.562,21.97,3.095,2.829,3.414,35.0,26.923,2.168,1.286,2023-06-16
668678,2023,2023-06-16,AZ,CLE,25.7,18.254,5.598,8.73,20.102,9.524,29.376,26.004,24.47,21.552,92.687,92.796,2337.7,2302.805,36.704,28.261,31.461,33.696,7.865,9.783,47.191,53.261,0.407,0.441,2.489,3.576,2.99,4.32,3.695,5.268,0.109,-34.896,-3.372,-10.578,18.75,3.443,3.545,3.827,33.0,12.5,4.735,1.286,2023-06-21
668678,2023,2023-06-21,AZ,MIL,25.776,21.705,5.251,5.426,20.525,16.279,30.019,29.592,25.298,25.926,92.736,92.882,2337.388,2309.574,38.112,32.979,31.119,34.043,7.692,8.511,46.154,45.745,0.4,0.418,2.522,3.232,2.934,3.523,3.529,2.67,0.146,-27.814,-0.427,-4.246,20.155,3.202,4.133,4.08,32.7,7.692,4.201,5.684,2023-06-27
668678,2023,2023-06-27,AZ,TB,25.282,22.481,5.192,4.651,20.09,17.829,29.88,30.833,25.312,27.917,92.677,92.55,2332.977,2287.076,37.049,32.979,32.787,35.106,8.197,10.638,45.246,44.681,0.397,0.413,2.632,3.479,3.05,3.395,3.385,2.842,-0.127,-45.901,0.954,-2.261,23.077,3.003,4.133,4.233,32.7,40.741,1.595,5.143,2023-07-02
668678,2023,2023-07-02,AZ,LAA,24.733,19.847,5.33,4.58,19.403,15.267,30.051,31.211,25.711,29.412,92.636,92.482,2333.061,2294.907,38.154,39.394,32.615,35.354,8.615,12.121,45.538,45.455,0.392,0.384,2.753,4.069,3.113,3.673,3.512,3.938,-0.154,-38.154,1.16,-4.136,18.605,3.284,3.979,4.237,31.7,20.0,3.166,1.286,2023-07-07
668678,2023,2023-07-07,AZ,PIT,25.806,24.242,5.242,4.545,20.565,19.697,30.318,33.753,26.121,32.189,92.716,92.65,2328.982,2293.082,37.168,36.17,33.333,38.298,9.145,12.766,45.133,41.489,0.398,0.376,2.814,4.07,3.026,3.337,3.605,4.091,-0.066,-35.9,3.435,-0.868,19.38,3.001,4.263,4.237,31.7,25.0,0.1,0.0,2023-07-11
668678,2023,2023-07-11,NL,AL,25.528,25.0,4.99,3.125,20.537,21.875,30.261,32.985,25.561,28.947,92.742,92.879,2327.014,2300.031,37.883,41.304,33.426,39.13,8.635,10.87,44.29,35.87,0.386,0.334,2.752,3.479,3.034,3.153,3.479,2.883,0.137,-26.983,2.724,1.338,19.2,3.064,4.355,4.326,31.0,9.091,4.096,5.4,2023-07-15
668678,2023,2023-07-15,AZ,TOR,25.524,24.528,4.952,3.774,20.571,20.755,30.234,31.078,25.745,27.568,92.739,92.746,2325.988,2290.211,37.95,37.333,33.241,41.333,8.587,12.0,44.321,37.333,0.386,0.339,2.738,3.529,3.018,3.327,3.462,3.214,0.007,-35.777,0.844,0.183,23.016,2.69,3.375,3.506,32.0,20.0,3.618,4.05,2023-07-20
668678,2023,2023-07-20,AZ,ATL,25.411,25.962,5.302,5.769,20.11,20.192,30.262,31.841,25.408,25.843,92.777,93.097,2327.331,2309.091,38.133,42.857,33.067,34.286,8.267,8.571,43.733,37.143,0.386,0.341,2.841,3.715,3.058,3.095,3.533,4.154,0.32,-18.24,1.579,0.083,20.968,2.859,2.842,2.911,31.7,22.222,3.173,5.684,2023-07-26
668678,2023,2023-07-26,AZ,STL,25.175,27.184,5.07,3.883,20.105,23.301,29.801,28.713,25.0,21.809,92.827,93.497,2323.707,2290.6,37.722,35.714,33.671,38.571,8.608,8.571,44.81,41.429,0.385,0.355,2.966,3.897,3.085,2.962,3.558,3.759,0.67,-33.107,-1.088,3.196,24.59,2.283,2.011,2.206,31.3,19.231,2.846,4.5,2023-08-01
668678,2023,2023-08-01,AZ,SF,25.376,23.301,5.175,4.854,20.2,18.447,29.695,26.847,24.954,19.588,92.849,93.383,2321.617,2292.075,37.621,39.726,33.981,36.986,8.981,8.219,45.146,45.205,0.394,0.377,3.08,4.347,3.089,3.387,3.649,3.857,0.534,-29.542,-2.848,-1.754,20.325,2.852,2.935,3.85,30.7,24.0,1.885,2.571,2023-08-06
668678,2023,2023-08-06,AZ,MIN,25.28,24.038,5.12,5.769,20.16,18.269,29.737,27.182,25.022,22.449,92.887,93.538,2320.038,2288.56,38.14,39.437,33.721,35.211,8.837,9.859,45.814,53.521,0.397,0.444,3.106,4.965,3.079,3.318,3.682,4.743,0.651,-31.478,-2.555,-1.891,17.886,3.009,3.767,4.077,28.7,30.435,1.93,0.0,2023-08-12
668678,2023,2023-08-12,AZ,SD,25.538,25.6,5.231,6.4,20.308,19.2,29.743,27.743,24.851,21.277,92.897,93.518,2318.115,2287.114,38.514,40.964,32.883,31.325,8.559,8.434,45.045,48.193,0.394,0.425,3.044,4.326,3.027,3.064,3.634,4.355,0.622,-31.001,-2.0,-1.108,17.557,3.096,3.447,3.93,31.3,8.696,4.515,1.421,2023-08-17
668678,2023,2023-08-17,AZ,SD,25.854,27.778,5.201,4.762,20.654,23.016,29.659,27.105,24.428,20.492,92.894,93.42,2317.694,2274.504,39.301,44.578,32.751,31.325,8.515,9.639,44.978,50.602,0.392,0.416,2.968,3.506,2.988,2.69,3.503,3.375,0.526,-43.19,-2.554,2.362,17.164,2.979,5.1,4.433,30.0,40.0,0.183,1.5,2023-08-22
668678,2023,2023-08-22,AZ,TEX,25.431,26.613,5.172,5.645,20.259,20.968,29.294,27.049,23.776,18.376,92.857,92.997,2315.674,2278.412,38.365,41.463,33.124,30.488,9.224,12.195,46.122,52.439,0.399,0.462,2.956,2.911,3.044,2.859,3.427,2.842,0.14,-37.261,-2.245,0.709,12.214,3.682,6.207,5.031,29.0,0.0,6.185,10.125,2023-08-28
668678,2023,2023-08-28,AZ,LAD,26.075,29.508,5.132,4.918,20.943,24.59,29.39,27.941,23.82,18.421,92.883,93.049,2315.126,2283.546,38.98,46.154,32.449,24.359,9.388,11.538,46.531,53.846,0.4,0.431,2.927,2.206,2.948,2.283,3.362,2.011,0.166,-31.58,-1.449,3.647,17.323,2.928,4.247,2.797,29.7,12.0,2.399,7.2,2023-09-03
668678,2023,2023-09-03,AZ,BAL,25.535,26.829,5.348,6.504,20.187,20.325,29.225,26.749,23.612,16.364,92.9,92.965,2312.503,2276.324,39.335,45.679,32.877,28.395,9.785,14.815,46.575,50.617,0.404,0.44,3.23,3.85,3.041,2.852,3.558,2.935,0.065,-36.179,-2.476,0.138,19.531,2.79,3.484,2.616,31.0,25.806,2.577,0.0,2023-09-08
668678,2023,2023-09-08,AZ,CHC,25.226,23.577,5.304,5.691,19.922,17.886,29.194,26.434,23.534,16.592,92.87,92.742,2311.569,2280.01,40.377,50.0,31.887,26.744,9.623,15.116,46.226,52.326,0.401,0.436,3.2,4.077,3.024,3.009,3.654,3.767,-0.128,-31.559,-2.759,-2.036,14.876,3.167,4.447,3.135,28.3,7.692,4.195,10.8,2023-09-13
668678,2023,2023-09-13,AZ,NYM,25.373,22.901,5.224,5.344,20.149,17.557,29.219,26.962,23.481,18.304,92.891,92.878,2312.207,2286.828,40.801,48.352,32.058,28.571,9.29,13.187,46.266,52.747,0.398,0.428,3.12,3.93,3.005,3.096,3.494,3.447,-0.013,-25.379,-2.257,-2.592,16.842,2.947,3.086,2.671,23.3,13.636,3.696,7.2,2023-09-19
668678,2023,2023-09-19,AZ,SF,25.06,23.134,5.301,5.97,19.759,17.164,29.05,27.721,23.309,20.705,92.898,93.097,2312.018,2294.086,40.493,51.648,31.866,25.275,9.331,9.89,46.127,46.154,0.401,0.409,3.174,4.433,3.034,2.979,3.674,5.1,0.199,-17.932,-1.329,-2.595,17.808,2.743,1.964,2.009,18.3,26.087,2.181,0.0,2023-09-24
668678,2023,2023-09-24,AZ,NYY,25.117,19.847,5.516,7.634,19.601,12.214,29.173,27.959,23.203,19.444,92.89,92.926,2310.839,2288.631,40.62,49.451,31.842,28.571,9.294,8.791,46.127,43.956,0.401,0.403,3.22,5.031,3.05,3.682,3.758,6.207,0.036,-22.208,-1.214,-7.387,14.0,3.016,2.919,2.289,12.3,23.077,1.835,2.842,2023-09-29
668678,2023,2023-09-29,AZ,HOU,25.371,24.409,5.6,7.087,19.771,17.323,29.337,30.0,23.395,22.072,92.888,92.819,2308.687,2287.99,40.909,50.602,31.65,24.096,9.259,6.024,46.128,43.373,0.4,0.376,3.17,2.797,3.026,2.928,3.653,4.247,-0.068,-20.696,0.663,-2.449,,,,,,4.167,4.263,3.0,2023-10-04
668678,2023,2023-10-04,AZ,MIL,25.416,26.562,5.549,7.031,19.867,19.531,29.41,30.722,23.573,23.832,92.903,93.088,2306.284,2276.91,41.667,50.0,31.046,25.61,9.15,6.098,46.405,47.561,0.401,0.399,3.118,2.616,2.991,2.79,3.63,3.484,0.185,-29.374,1.312,-0.336,,,,,,,,,
668676,2023,2023-04-15,CLE,WSH,20.732,20.732,6.098,6.098,14.634,14.634,28.958,28.958,24.306,24.306,91.465,91.465,2090.905,2090.905,50.0,50.0,33.333,33.333,6.667,6.667,33.333,33.333,0.492,0.492,3.462,3.462,3.664,3.664,5.121,5.121,0.0,0.0,0.0,0.0,,,,,,11.111,3.496,3.6,2023-04-22
668676,2023,2023-04-22,CLE,MIA,17.308,17.308,4.808,4.808,12.5,12.5,27.647,27.647,22.28,22.28,91.377,91.377,2093.069,2093.069,53.086,53.086,28.395,28.395,4.938,4.938,29.63,29.63,0.376,0.376,3.308,3.308,3.658,3.658,5.625,5.625,0.0,0.0,0.0,0.0,,,,,,0.0,5.925,15.0,2023-04-29
668676,2023,2023-04-29,CLE,BOS,17.557,17.593,5.344,5.556,12.214,12.037,27.61,27.171,21.074,21.675,91.142,91.142,2081.336,2081.336,51.485,51.807,26.733,21.687,4.95,6.024,29.703,36.145,0.384,0.384,3.134,3.365,3.63,3.405,5.276,6.75,0.0,0.0,-0.439,-0.177,,,,,,,,,
622491,2023,2023-04-04,SEA,LAA,23.333,23.333,3.333,3.333,20.0,20.0,31.351,31.351,26.667,26.667,95.558,95.558,2271.788,2271.788,50.0,50.0,20.455,20.455,0.0,0.0,11.364,11.364,0.219,0.219,1.665,1.665,2.543,2.543,2.935,2.935,0.0,0.0,0.0,0.0,21.053,2.922,2.739,2.187,23.0,12.0,3.679,3.0,2023-04-10
622491,2023,2023-04-10,SEA,CHC,24.691,24.691,4.938,4.938,19.753,19.753,30.634,30.634,28.289,28.289,95.148,95.148,2273.546,2273.546,50.877,50.877,22.807,22.807,1.754,1.754,21.053,21.053,0.266,0.266,1.767,1.767,2.692,2.692,2.143,2.143,0.0,0.0,0.0,0.0,25.0,2.537,3.767,2.542,28.7,39.13,1.169,0.0,2023-04-16
622491,2023,2023-04-16,SEA,COL,23.585,23.585,5.66,5.66,17.925,17.925,30.504,30.504,26.531,26.531,95.016,95.016,2268.429,2268.429,48.0,48.0,24.0,24.0,2.667,2.667,28.0,28.0,0.337,0.337,1.915,1.915,2.911,2.911,2.333,2.333,0.0,0.0,0.0,0.0,20.661,3.225,6.412,4.412,26.7,25.0,2.894,5.4,2023-04-22
622491,2023,2023-04-22,SEA,STL,26.357,29.091,4.651,4.545,21.705,24.545,32.051,33.838,27.823,29.302,95.062,95.062,2263.729,2263.729,48.315,46.575,23.596,26.027,2.247,2.74,30.337,36.986,0.33,0.33,1.629,1.448,2.553,2.406,1.853,1.213,0.0,0.0,1.787,2.84,20.661,3.059,5.205,4.365,27.7,8.696,4.494,3.6,2023-04-28
622491,2023,2023-04-28,SEA,TOR,27.451,30.357,5.229,5.357,22.222,25.0,32.218,33.333,28.0,28.87,94.993,94.993,2249.407,2249.407,46.602,43.056,26.214,31.944,2.913,4.167,33.981,48.611,0.356,0.356,1.562,1.415,2.597,2.574,2.308,1.517,0.0,0.0,1.115,2.778,25.833,2.433,4.395,3.449,28.7,15.385,3.171,5.4,2023-05-05
622491,2023,2023-05-05,SEA,HOU,26.136,27.586,5.682,6.897,20.455,20.69,30.317,29.916,26.781,26.829,95.168,95.101,2263.28,2261.78,45.833,43.421,27.5,31.579,5.833,9.211,36.667,51.316,0.374,0.4,1.986,2.158,2.812,2.956,2.455,2.198,-0.067,-1.5,-0.4,0.235,26.667,2.372,3.414,2.928,29.0,37.5,1.294,5.4,2023-05-10
622491,2023,2023-05-10,SEA,TEX,25.248,25.62,5.446,5.785,19.802,19.835,30.435,30.316,26.355,25.197,95.256,95.298,2257.17,2250.631,47.857,45.783,27.143,30.12,5.714,8.434,35.714,45.783,0.367,0.398,2.251,2.594,2.859,2.978,2.842,3.337,0.042,-6.539,-0.119,0.033,26.23,2.529,3.9,3.4,30.0,16.667,4.292,12.6,2023-05-16
622491,2023,2023-05-16,SEA,BOS,26.549,29.167,4.867,4.167,21.681,25.0,30.922,31.25,26.915,27.203,95.313,95.484,2260.368,2255.581,45.455,43.038,28.571,32.911,5.844,8.861,36.364,44.304,0.378,0.401,2.238,2.542,2.719,2.537,3.072,3.767,0.17,-4.788,0.328,3.319,22.951,2.786,2.348,2.937,30.7,25.0,2.181,0.0,2023-05-22
622491,2023,2023-05-22,SEA,ATH,26.4,26.446,5.2,5.785,21.2,20.661,29.958,27.917,25.794,23.828,95.443,95.738,2260.665,2258.415,44.706,40.741,30.588,38.272,8.235,14.815,39.412,49.383,0.408,0.464,2.853,4.412,2.848,3.225,3.857,6.412,0.296,-2.249,-2.041,-0.539,17.5,3.668,3.337,4.347,29.7,36.364,1.265,0.0,2023-05-27
